trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
527,False,"{'a': 0.6, 'e': 1.3643197856345712}",30,0,-98.79875725951456,"{0: 19, 1: 3, 2: 7, 3: 0, 4: 1}",0
528,False,"{'a': 0.6, 'e': 1.3638164109095605}",35,0,-168.61083763528234,"{0: 23, 1: 0, 2: 9, 3: 1, 4: 2}",0
529,False,"{'a': 0.6, 'e': 1.363312172368211}",20,0,-112.81751659242872,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
530,False,"{'a': 0.6, 'e': 1.362807070514761}",20,0,-54.36541985514269,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
531,False,"{'a': 0.6, 'e': 1.3623011058543124}",20,0,-25.06067971181774,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
532,False,"{'a': 0.6, 'e': 1.36179427889283}",30,0,-202.12725098555617,"{0: 16, 1: 5, 2: 4, 3: 2, 4: 3}",0
533,False,"{'a': 0.6, 'e': 1.3612865901371403}",25,0,-102.84738331124863,"{0: 14, 1: 6, 2: 4, 3: 0, 4: 1}",0
534,False,"{'a': 0.6, 'e': 1.360778040094932}",20,0,-108.01122805425845,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
535,False,"{'a': 0.6, 'e': 1.3602686292747557}",25,8,-71.40267334595832,"{0: 9, 1: 0, 2: 7, 3: 1, 4: 0}",1
536,False,"{'a': 0.6, 'e': 1.3597583581860215}",20,0,-110.21244913358605,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
537,False,"{'a': 0.6, 'e': 1.3592472273390013}",20,0,-51.54516735325519,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
538,False,"{'a': 0.6, 'e': 1.358735237244825}",20,0,-68.43678589008888,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
539,False,"{'a': 0.6, 'e': 1.358222388415483}",30,0,-123.33740878287387,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
540,False,"{'a': 0.6, 'e': 1.3577086813638242}",20,0,-249.0728784449685,"{0: 10, 1: 0, 2: 4, 3: 1, 4: 5}",0
541,False,"{'a': 0.6, 'e': 1.3571941166035555}",25,0,-56.32890309801967,"{0: 18, 1: 5, 2: 1, 3: 0, 4: 1}",0
542,False,"{'a': 0.6, 'e': 1.3566786946492415}",25,0,-135.86687015651523,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
543,False,"{'a': 0.6, 'e': 1.3561624160163044}",30,0,-215.25046521562533,"{0: 14, 1: 3, 2: 8, 3: 3, 4: 2}",0
544,False,"{'a': 0.6, 'e': 1.3556452812210225}",25,0,-109.87026408285206,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
545,False,"{'a': 0.6, 'e': 1.3551272907805307}",20,0,-81.03205232270697,"{0: 11, 1: 6, 2: 2, 3: 0, 4: 1}",0
546,False,"{'a': 0.6, 'e': 1.3546084452128195}",20,0,-154.94117201179546,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
547,False,"{'a': 0.6, 'e': 1.3540887450367343}",20,0,-94.99139487546542,"{0: 11, 1: 3, 2: 3, 3: 3, 4: 0}",0
548,False,"{'a': 0.6, 'e': 1.3535681907719752}",30,9,-13.072639221090931,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 0}",1
549,False,"{'a': 0.6, 'e': 1.3530467829390962}",25,15,-25.78841469705604,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 0}",1
550,False,"{'a': 0.6, 'e': 1.3525245220595057}",20,0,-74.12491805691973,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
551,False,"{'a': 0.6, 'e': 1.3520014086554641}",20,0,-142.84811768170846,"{0: 12, 1: 1, 2: 2, 3: 3, 4: 2}",0
552,False,"{'a': 0.6, 'e': 1.3514774432500847}",20,0,-110.54588785228215,"{0: 11, 1: 4, 2: 2, 3: 2, 4: 1}",0
553,False,"{'a': 0.6, 'e': 1.3509526263673333}",20,0,-131.80769483819162,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 3}",0
554,False,"{'a': 0.6, 'e': 1.3504269585320263}",30,0,-365.92760827992925,"{0: 13, 1: 1, 2: 7, 3: 3, 4: 6}",0
555,False,"{'a': 0.6, 'e': 1.3499004402698316}",20,0,-143.3451954633507,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
556,False,"{'a': 0.6, 'e': 1.3493730721072672}",20,2,-38.44653063510323,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
557,False,"{'a': 0.6, 'e': 1.348844854571702}",20,0,-193.30441850927593,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 4}",0
558,False,"{'a': 0.6, 'e': 1.3483157881913526}",30,0,-171.76497116773734,"{0: 18, 1: 2, 2: 6, 3: 2, 4: 2}",0
559,False,"{'a': 0.6, 'e': 1.347785873495286}",30,0,-155.97848292426417,"{0: 14, 1: 3, 2: 10, 3: 3, 4: 0}",0
560,False,"{'a': 0.6, 'e': 1.347255111013416}",25,0,-84.5085321709141,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
561,False,"{'a': 0.6, 'e': 1.346723501276506}",30,7,-121.78569956761345,"{0: 13, 1: 3, 2: 4, 3: 2, 4: 1}",1
562,False,"{'a': 0.6, 'e': 1.3461910448161651}",25,0,-102.67989935328764,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
563,False,"{'a': 0.6, 'e': 1.3456577421648501}",25,0,-100.05436325970886,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
564,False,"{'a': 0.6, 'e': 1.3451235938558634}",20,0,-96.57059407206646,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
565,False,"{'a': 0.6, 'e': 1.3445886004233532}",30,0,-134.68046767382359,"{0: 20, 1: 1, 2: 6, 3: 1, 4: 2}",0
566,False,"{'a': 0.6, 'e': 1.3440527624023129}",20,0,-157.29308599020877,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
567,False,"{'a': 0.6, 'e': 1.3435160803285808}",20,0,-116.15322769138929,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
568,False,"{'a': 0.6, 'e': 1.3429785547388384}",30,0,-108.79171473049426,"{0: 19, 1: 2, 2: 8, 3: 0, 4: 1}",0
569,False,"{'a': 0.6, 'e': 1.3424401861706114}",25,0,-144.9846579749634,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
570,False,"{'a': 0.6, 'e': 1.3419009751622686}",25,0,-206.12936904114116,"{0: 14, 1: 0, 2: 6, 3: 2, 4: 3}",0
571,False,"{'a': 0.6, 'e': 1.341360922253021}",25,0,-313.1172453918106,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 6}",0
572,False,"{'a': 0.6, 'e': 1.340820027982921}",20,1,-73.34289948825354,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 1}",1
573,False,"{'a': 0.6, 'e': 1.3402782928928632}",30,0,-135.77067059750587,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
574,False,"{'a': 0.6, 'e': 1.3397357175245825}",25,0,-121.57309425890674,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
575,False,"{'a': 0.6, 'e': 1.339192302420654}",30,0,-128.11746574755708,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
576,False,"{'a': 0.6, 'e': 1.3386480481244933}",25,0,-83.38012235237024,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
577,False,"{'a': 0.6, 'e': 1.3381029551803545}",20,0,-104.55594354114142,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
578,False,"{'a': 0.6, 'e': 1.33755702413333}",20,0,-31.59963661761615,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
579,False,"{'a': 0.6, 'e': 1.3370102555293513}",25,0,-64.98449856594272,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 0}",0
580,False,"{'a': 0.6, 'e': 1.336462649915187}",25,0,-97.52228343024659,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
581,False,"{'a': 0.6, 'e': 1.3359142078384423}",25,8,-48.36877992682124,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 0}",1
582,False,"{'a': 0.6, 'e': 1.3353649298475596}",20,0,-98.80213785370549,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
583,False,"{'a': 0.6, 'e': 1.3348148164918165}",30,0,-139.5462055924396,"{0: 16, 1: 3, 2: 9, 3: 1, 4: 1}",0
584,False,"{'a': 0.6, 'e': 1.3342638683213264}",35,0,-97.535544461516,"{0: 24, 1: 3, 2: 7, 3: 0, 4: 1}",0
585,False,"{'a': 0.6, 'e': 1.3337120858870377}",20,0,-44.420396564925554,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
586,False,"{'a': 0.6, 'e': 1.3331594697407323}",30,0,-138.88284541538593,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
587,False,"{'a': 0.6, 'e': 1.3326060204350267}",20,0,-64.68797596739942,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
588,False,"{'a': 0.6, 'e': 1.3320517385233703}",30,0,-132.32305647055267,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 2}",0
589,False,"{'a': 0.6, 'e': 1.3314966245600446}",20,0,-87.09169119486994,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
590,False,"{'a': 0.6, 'e': 1.3309406791001637}",25,0,-120.25857291498724,"{0: 15, 1: 0, 2: 9, 3: 0, 4: 1}",0
591,False,"{'a': 0.6, 'e': 1.3303839026996727}",25,0,-165.92556975859569,"{0: 15, 1: 2, 2: 3, 3: 3, 4: 2}",0
592,False,"{'a': 0.6, 'e': 1.3298262959153484}",20,0,-110.80946885964573,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
593,False,"{'a': 0.6, 'e': 1.329267859304797}",25,0,-67.3538655085451,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
594,False,"{'a': 0.6, 'e': 1.3287085934264558}",30,0,-189.8235897863569,"{0: 19, 1: 0, 2: 7, 3: 1, 4: 3}",0
595,False,"{'a': 0.6, 'e': 1.3281484988395902}",35,0,-118.13430332022914,"{0: 23, 1: 4, 2: 6, 3: 1, 4: 1}",0
596,False,"{'a': 0.6, 'e': 1.3275875761042946}",20,7,-89.85023130338195,"{0: 5, 1: 2, 2: 5, 3: 0, 4: 1}",1
597,False,"{'a': 0.6, 'e': 1.327025825781492}",25,0,-106.26405725145862,"{0: 15, 1: 5, 2: 2, 3: 2, 4: 1}",0
598,False,"{'a': 0.6, 'e': 1.3264632484329324}",20,0,-103.77040040377885,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
599,False,"{'a': 0.6, 'e': 1.3258998446211931}",25,0,-173.28612660052192,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 4}",0
600,False,"{'a': 0.6, 'e': 1.3253356149096782}",25,0,-226.82621659355266,"{0: 11, 1: 4, 2: 6, 3: 0, 4: 4}",0
601,False,"{'a': 0.6, 'e': 1.3247705598626172}",20,0,-90.149347365103,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
602,False,"{'a': 0.6, 'e': 1.324204680045065}",20,0,-172.79519751531208,"{0: 8, 1: 5, 2: 4, 3: 0, 4: 3}",0
603,False,"{'a': 0.6, 'e': 1.3236379760229016}",20,0,-170.53253560046747,"{0: 9, 1: 1, 2: 4, 3: 5, 4: 1}",0
604,False,"{'a': 0.6, 'e': 1.3230704483628308}",25,0,-127.94268984832257,"{0: 14, 1: 6, 2: 3, 3: 0, 4: 2}",0
605,False,"{'a': 0.6, 'e': 1.32250209763238}",35,0,-160.4163244163289,"{0: 23, 1: 3, 2: 5, 3: 2, 4: 2}",0
606,False,"{'a': 0.6, 'e': 1.3219329243999}",20,0,-153.65791714104338,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
607,False,"{'a': 0.6, 'e': 1.3213629292345646}",25,0,-164.74640619744505,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
608,False,"{'a': 0.6, 'e': 1.3207921127063682}",25,1,-74.059088491735,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 0}",1
609,False,"{'a': 0.6, 'e': 1.3202204753861273}",25,0,-104.72676919286117,"{0: 14, 1: 2, 2: 7, 3: 2, 4: 0}",0
610,False,"{'a': 0.6, 'e': 1.3196480178454795}",25,0,-134.43321091144665,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
611,False,"{'a': 0.6, 'e': 1.3190747406568821}",25,0,-105.20050102126469,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
612,False,"{'a': 0.6, 'e': 1.3185006443936125}",25,0,-107.07604305920893,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
613,False,"{'a': 0.6, 'e': 1.3179257296297666}",30,0,-116.27624331442216,"{0: 20, 1: 4, 2: 4, 3: 0, 4: 2}",0
614,False,"{'a': 0.6, 'e': 1.3173499969402591}",25,2,-86.80057916956214,"{0: 12, 1: 4, 2: 6, 3: 1, 4: 0}",1
615,False,"{'a': 0.6, 'e': 1.316773446900823}",25,0,-112.45759312610524,"{0: 13, 1: 5, 2: 6, 3: 0, 4: 1}",0
616,False,"{'a': 0.6, 'e': 1.316196080088008}",20,0,-97.61016132412679,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
617,False,"{'a': 0.6, 'e': 1.3156178970791808}",20,0,-281.02928223164963,"{0: 8, 1: 2, 2: 4, 3: 0, 4: 6}",0
618,False,"{'a': 0.6, 'e': 1.3150388984525243}",25,0,-26.468345300719445,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
619,False,"{'a': 0.6, 'e': 1.3144590847870377}",20,0,-62.893530097944684,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
620,False,"{'a': 0.6, 'e': 1.313878456662534}",20,0,-101.09123911189664,"{0: 9, 1: 8, 2: 1, 3: 1, 4: 1}",0
621,False,"{'a': 0.6, 'e': 1.3132970146596414}",20,0,-149.07691431671347,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 2}",0
622,False,"{'a': 0.6, 'e': 1.3127147593598019}",25,0,-117.42061568352783,"{0: 15, 1: 3, 2: 2, 3: 5, 4: 0}",0
623,False,"{'a': 0.6, 'e': 1.312131691345271}",25,0,-146.94270256415916,"{0: 12, 1: 6, 2: 5, 3: 0, 4: 2}",0
624,False,"{'a': 0.6, 'e': 1.3115478111991163}",25,0,-116.64768957598385,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
625,False,"{'a': 0.6, 'e': 1.3109631195052178}",25,11,-30.28032531416921,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
626,False,"{'a': 0.6, 'e': 1.3103776168482677}",20,0,-141.4163967192652,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 1}",0
627,False,"{'a': 0.6, 'e': 1.309791303813768}",20,2,-72.97816244768244,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
628,False,"{'a': 0.6, 'e': 1.3092041809880324}",20,0,-197.37972933798736,"{0: 8, 1: 1, 2: 8, 3: 0, 4: 3}",0
629,False,"{'a': 0.6, 'e': 1.3086162489581827}",20,0,-85.45554297070487,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
630,False,"{'a': 0.6, 'e': 1.308027508312152}",25,0,-122.4132952535607,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
631,False,"{'a': 0.6, 'e': 1.3074379596386798}",20,0,-112.68625292841767,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
632,False,"{'a': 0.6, 'e': 1.3068476035273155}",35,0,-90.3992427777316,"{0: 23, 1: 3, 2: 8, 3: 1, 4: 0}",0
633,False,"{'a': 0.6, 'e': 1.306256440568415}",25,0,-59.438332505436634,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
634,False,"{'a': 0.6, 'e': 1.3056644713531411}",25,2,-49.75158257735742,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 1}",1
635,False,"{'a': 0.6, 'e': 1.3050716964734628}",20,0,-84.03810769226904,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
636,False,"{'a': 0.6, 'e': 1.304478116522155}",20,0,-71.77873631300716,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
637,False,"{'a': 0.6, 'e': 1.303883732092798}",25,0,-108.98748902749514,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
638,False,"{'a': 0.6, 'e': 1.3032885437797759}",20,0,-110.56218522434133,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
639,False,"{'a': 0.6, 'e': 1.3026925521782768}",30,0,-114.71229804446072,"{0: 20, 1: 7, 2: 0, 3: 1, 4: 2}",0
640,False,"{'a': 0.6, 'e': 1.3020957578842927}",25,0,-95.36912727412854,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
641,False,"{'a': 0.6, 'e': 1.3014981614946173}",25,0,-132.6128840158297,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
642,False,"{'a': 0.6, 'e': 1.3008997636068473}",20,0,-116.3887772800648,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
643,False,"{'a': 0.6, 'e': 1.3003005648193802}",20,0,-74.48928388039158,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
644,False,"{'a': 0.6, 'e': 1.2997005657314151}",25,0,-147.22140846450642,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
645,False,"{'a': 0.6, 'e': 1.2990997669429512}",25,0,-176.41454352086603,"{0: 13, 1: 4, 2: 3, 3: 3, 4: 2}",0
646,False,"{'a': 0.6, 'e': 1.2984981690547865}",20,0,-168.57547697661204,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
647,False,"{'a': 0.6, 'e': 1.2978957726685196}",20,0,-36.325126987112384,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
648,False,"{'a': 0.6, 'e': 1.2972925783865463}",20,0,-103.32338087019117,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
649,False,"{'a': 0.6, 'e': 1.2966885868120612}",25,1,-230.64734015167696,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 5}",1
650,False,"{'a': 0.6, 'e': 1.2960837985490556}",20,0,-188.5574603043788,"{0: 8, 1: 2, 2: 7, 3: 0, 4: 3}",0
651,False,"{'a': 0.6, 'e': 1.295478214202318}",20,0,-96.7235859732736,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
652,False,"{'a': 0.6, 'e': 1.2948718343774324}",25,0,-103.37020296207767,"{0: 18, 1: 1, 2: 2, 3: 3, 4: 1}",0
653,False,"{'a': 0.6, 'e': 1.2942646596807785}",30,0,-133.34012129072383,"{0: 18, 1: 1, 2: 7, 3: 4, 4: 0}",0
654,False,"{'a': 0.6, 'e': 1.2936566907195313}",25,0,-68.14170435611433,"{0: 15, 1: 1, 2: 9, 3: 0, 4: 0}",0
655,False,"{'a': 0.6, 'e': 1.2930479281016596}",20,0,-126.20236713276077,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
656,False,"{'a': 0.6, 'e': 1.2924383724359254}",30,0,-199.52429577231328,"{0: 17, 1: 2, 2: 5, 3: 4, 4: 2}",0
657,False,"{'a': 0.6, 'e': 1.2918280243318851}",30,0,-80.38135926267518,"{0: 22, 1: 4, 2: 2, 3: 1, 4: 1}",0
658,False,"{'a': 0.6, 'e': 1.2912168843998866}",25,0,-57.17316010188648,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
659,False,"{'a': 0.6, 'e': 1.2906049532510695}",20,0,-79.64051042671665,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
660,False,"{'a': 0.6, 'e': 1.289992231497365}",25,0,-126.82341919222415,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 2}",0
661,False,"{'a': 0.6, 'e': 1.289378719751495}",25,0,-84.33217744881608,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
662,False,"{'a': 0.6, 'e': 1.2887644186269709}",20,0,-42.241250087988796,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
663,False,"{'a': 0.6, 'e': 1.2881493287380938}",20,0,-62.847838092970655,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
664,False,"{'a': 0.6, 'e': 1.2875334506999536}",25,0,-205.7595664989602,"{0: 10, 1: 2, 2: 9, 3: 2, 4: 2}",0
665,False,"{'a': 0.6, 'e': 1.2869167851284287}",25,0,-135.78377209745682,"{0: 11, 1: 4, 2: 9, 3: 0, 4: 1}",0
666,False,"{'a': 0.6, 'e': 1.286299332640184}",20,0,-121.91743618438025,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
667,False,"{'a': 0.6, 'e': 1.2856810938526722}",25,0,-198.32020808141115,"{0: 10, 1: 5, 2: 6, 3: 2, 4: 2}",0
668,False,"{'a': 0.6, 'e': 1.2850620693841321}",25,0,-125.00511352700147,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
669,False,"{'a': 0.6, 'e': 1.2844422598535878}",25,0,-92.81048716316846,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
670,False,"{'a': 0.6, 'e': 1.2838216658808492}",30,0,-110.62906889495076,"{0: 16, 1: 7, 2: 6, 3: 0, 4: 1}",0
671,False,"{'a': 0.6, 'e': 1.28320028808651}",30,0,-116.2477706581479,"{0: 18, 1: 3, 2: 8, 3: 0, 4: 1}",0
672,False,"{'a': 0.6, 'e': 1.282578127091948}",25,0,-154.80874559995323,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
673,False,"{'a': 0.6, 'e': 1.2819551835193241}",30,6,-87.95529332104222,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 2}",1
674,False,"{'a': 0.6, 'e': 1.281331457991582}",20,0,-30.49851099414729,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
675,False,"{'a': 0.6, 'e': 1.280706951132447}",20,0,-75.977664200915,"{0: 10, 1: 5, 2: 4, 3: 1, 4: 0}",0
676,False,"{'a': 0.6, 'e': 1.2800816635664256}",20,0,-46.69960663544034,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
677,False,"{'a': 0.6, 'e': 1.2794555959188059}",20,0,-176.30052867737447,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 4}",0
678,False,"{'a': 0.6, 'e': 1.2788287488156551}",30,0,-99.72962801220304,"{0: 22, 1: 1, 2: 4, 3: 2, 4: 1}",0
679,False,"{'a': 0.6, 'e': 1.2782011228838206}",25,0,-124.92569280133485,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
680,False,"{'a': 0.6, 'e': 1.2775727187509278}",20,5,-114.95321432696736,"{0: 9, 1: 2, 2: 0, 3: 2, 4: 2}",1
681,False,"{'a': 0.6, 'e': 1.2769435370453812}",30,0,-80.45166076282442,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
682,False,"{'a': 0.6, 'e': 1.2763135783963624}",30,13,-58.62329209257253,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
683,False,"{'a': 0.6, 'e': 1.2756828434338296}",30,0,-231.35048267316483,"{0: 16, 1: 0, 2: 8, 3: 4, 4: 2}",0
684,False,"{'a': 0.6, 'e': 1.2750513327885185}",25,0,-146.14992639505493,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
685,False,"{'a': 0.6, 'e': 1.2744190470919388}",30,0,-208.783862423555,"{0: 16, 1: 3, 2: 7, 3: 1, 4: 3}",0
686,False,"{'a': 0.6, 'e': 1.2737859869763766}",25,0,-115.5547060041809,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
687,False,"{'a': 0.6, 'e': 1.273152153074892}",30,22,0.5081623130116459,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
688,False,"{'a': 0.6, 'e': 1.2725175460213185}",20,0,-47.59321073782246,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
689,False,"{'a': 0.6, 'e': 1.2718821664502635}",20,0,-62.36717346147252,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
690,False,"{'a': 0.6, 'e': 1.2712460149971065}",25,0,-139.60723887312213,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
691,False,"{'a': 0.6, 'e': 1.270609092297999}",25,0,-102.73245851406041,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
692,False,"{'a': 0.6, 'e': 1.2699713989898629}",25,0,-157.15693104584395,"{0: 13, 1: 1, 2: 7, 3: 3, 4: 1}",0
693,False,"{'a': 0.6, 'e': 1.2693329357103922}",20,15,10.84547869336133,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.6, 'e': 1.2686937030980499}",30,0,-87.55760953585133,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
695,False,"{'a': 0.6, 'e': 1.2680537017920686}",20,0,-126.69406524732874,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
696,False,"{'a': 0.6, 'e': 1.2674129324324492}",35,18,-119.76715943016752,"{0: 9, 1: 1, 2: 5, 3: 0, 4: 2}",1
697,False,"{'a': 0.6, 'e': 1.2667713956599618}",25,0,-136.5202805976788,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
698,False,"{'a': 0.6, 'e': 1.2661290921161423}",30,0,-119.77448087508239,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 1}",0
699,False,"{'a': 0.6, 'e': 1.2654860224432947}",20,0,-63.1887737399211,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
700,False,"{'a': 0.6, 'e': 1.2648421872844884}",20,0,-132.8264357610965,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
701,False,"{'a': 0.6, 'e': 1.2641975872835585}",35,0,-174.69182238126274,"{0: 17, 1: 8, 2: 6, 3: 3, 4: 1}",0
702,False,"{'a': 0.6, 'e': 1.263552223085105}",25,0,-107.28033535657727,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
703,False,"{'a': 0.6, 'e': 1.2629060953344922}",30,0,-154.52270658689892,"{0: 21, 1: 0, 2: 6, 3: 0, 4: 3}",0
704,False,"{'a': 0.6, 'e': 1.2622592046778476}",25,0,-153.98152783655692,"{0: 12, 1: 2, 2: 8, 3: 2, 4: 1}",0
705,False,"{'a': 0.6, 'e': 1.2616115517620616}",25,0,-130.35128916462014,"{0: 13, 1: 2, 2: 8, 3: 1, 4: 1}",0
706,False,"{'a': 0.6, 'e': 1.2609631372347876}",30,4,-129.10680180280602,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 2}",1
707,False,"{'a': 0.6, 'e': 1.2603139617444397}",25,5,-15.498503164100814,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
708,False,"{'a': 0.6, 'e': 1.2596640259401934}",20,4,-58.72176382211233,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 1}",1
709,False,"{'a': 0.6, 'e': 1.2590133304719844}",20,0,-139.99392466235054,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
710,False,"{'a': 0.6, 'e': 1.2583618759905082}",25,0,-60.52234859987908,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
