trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.6, 'e': 1.4999995000000417}",20,0,-27.118117479451154,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
2,False,"{'a': 0.6, 'e': 1.4999980000006667}",25,0,-23.433435012363336,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
3,False,"{'a': 0.6, 'e': 1.499995500003375}",20,0,-83.58823904043965,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
4,False,"{'a': 0.6, 'e': 1.4999920000106668}",30,0,-222.51901467751637,"{0: 18, 1: 3, 2: 3, 3: 2, 4: 4}",0
5,False,"{'a': 0.6, 'e': 1.4999875000260416}",20,0,-96.04544528435643,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
6,False,"{'a': 0.6, 'e': 1.499982000054}",20,5,-37.595876163800135,"{0: 9, 1: 2, 2: 4, 3: 0, 4: 0}",1
7,False,"{'a': 0.6, 'e': 1.4999755001000414}",35,0,-189.40621701920873,"{0: 22, 1: 2, 2: 7, 3: 1, 4: 3}",0
8,False,"{'a': 0.6, 'e': 1.4999680001706663}",30,10,-41.79608082435025,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
9,False,"{'a': 0.6, 'e': 1.4999595002733743}",20,6,-33.14061474462485,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
10,False,"{'a': 0.6, 'e': 1.4999500004166653}",25,0,-186.8866084013299,"{0: 10, 1: 3, 2: 8, 3: 3, 4: 1}",0
11,False,"{'a': 0.6, 'e': 1.4999395006100391}",35,23,7.074407230415588,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
12,False,"{'a': 0.6, 'e': 1.4999280008639957}",25,0,-230.8402459592043,"{0: 11, 1: 2, 2: 7, 3: 2, 4: 3}",0
13,False,"{'a': 0.6, 'e': 1.499915501190035}",20,0,-100.15886156525859,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
14,False,"{'a': 0.6, 'e': 1.4999020016006561}",25,0,-92.82733358498973,"{0: 14, 1: 1, 2: 9, 3: 1, 4: 0}",0
15,False,"{'a': 0.6, 'e': 1.4998875021093592}",25,0,-83.42871353436225,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
16,False,"{'a': 0.6, 'e': 1.4998720027306434}",25,0,-131.94331255470297,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
17,False,"{'a': 0.6, 'e': 1.499855503480008}",35,0,-304.8093536252986,"{0: 14, 1: 5, 2: 10, 3: 2, 4: 4}",0
18,False,"{'a': 0.6, 'e': 1.4998380043739528}",20,0,-95.25094945503588,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
19,False,"{'a': 0.6, 'e': 1.4998195054299763}",20,0,-70.27590060833016,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
20,False,"{'a': 0.6, 'e': 1.4998000066665778}",25,0,-51.9443917347471,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
21,False,"{'a': 0.6, 'e': 1.4997795081032559}",30,0,-222.3972754826285,"{0: 17, 1: 2, 2: 7, 3: 0, 4: 4}",0
22,False,"{'a': 0.6, 'e': 1.4997580097605092}",30,0,-205.20634391908447,"{0: 14, 1: 4, 2: 8, 3: 2, 4: 2}",0
23,False,"{'a': 0.6, 'e': 1.499735511659836}",25,0,-58.912845126345054,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
24,False,"{'a': 0.6, 'e': 1.4997120138237345}",20,0,-122.90752713166295,"{0: 11, 1: 0, 2: 6, 3: 2, 4: 1}",0
25,False,"{'a': 0.6, 'e': 1.4996875162757026}",20,0,-46.53249164151228,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
26,False,"{'a': 0.6, 'e': 1.4996620190402377}",25,0,-129.70449879347976,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
27,False,"{'a': 0.6, 'e': 1.499635522142837}",25,0,-87.32662504624096,"{0: 15, 1: 1, 2: 8, 3: 1, 4: 0}",0
28,False,"{'a': 0.6, 'e': 1.4996080256099975}",20,0,-84.5271090496394,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
29,False,"{'a': 0.6, 'e': 1.4995795294692156}",20,0,-100.88252094867215,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
30,False,"{'a': 0.6, 'e': 1.4995500337489875}",30,0,-182.255225269257,"{0: 15, 1: 4, 2: 8, 3: 1, 4: 2}",0
31,False,"{'a': 0.6, 'e': 1.499519538478809}",30,0,-62.170899135763996,"{0: 21, 1: 3, 2: 5, 3: 1, 4: 0}",0
32,False,"{'a': 0.6, 'e': 1.4994880436891753}",20,0,-68.53730724589039,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
33,False,"{'a': 0.6, 'e': 1.4994555494115813}",20,0,-69.34508053188249,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
34,False,"{'a': 0.6, 'e': 1.4994220556785212}",20,0,-59.39819723450394,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
35,False,"{'a': 0.6, 'e': 1.4993875625234887}",25,0,-117.54732459671153,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
36,False,"{'a': 0.6, 'e': 1.4993520699809768}",30,0,-194.61483696625476,"{0: 18, 1: 4, 2: 3, 3: 2, 4: 3}",0
37,False,"{'a': 0.6, 'e': 1.4993155780864782}",25,11,-28.807199614621805,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
38,False,"{'a': 0.6, 'e': 1.499278086876485}",20,0,-92.31396470459343,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
39,False,"{'a': 0.6, 'e': 1.4992395963884881}",20,0,-130.65392041948292,"{0: 10, 1: 0, 2: 8, 3: 1, 4: 1}",0
40,False,"{'a': 0.6, 'e': 1.499200106660978}",20,0,-86.35891025839176,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
41,False,"{'a': 0.6, 'e': 1.4991596177334445}",25,0,-47.8774639458386,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
42,False,"{'a': 0.6, 'e': 1.4991181296463765}",30,0,-43.99263236260422,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 0}",0
43,False,"{'a': 0.6, 'e': 1.4990756424412623}",20,0,-162.7856736262111,"{0: 8, 1: 2, 2: 8, 3: 0, 4: 2}",0
44,False,"{'a': 0.6, 'e': 1.4990321561605888}",20,0,-117.64160535273362,"{0: 10, 1: 6, 2: 2, 3: 0, 4: 2}",0
45,False,"{'a': 0.6, 'e': 1.4989876708478425}",25,0,-119.44194432811379,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
46,False,"{'a': 0.6, 'e': 1.4989421865475085}",20,0,-115.28138964087424,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
47,False,"{'a': 0.6, 'e': 1.4988957033050712}",25,0,-125.66188017267893,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
48,False,"{'a': 0.6, 'e': 1.4988482211670138}",25,0,-197.0522941594055,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
49,False,"{'a': 0.6, 'e': 1.4987997401808184}",20,0,-88.09138584820256,"{0: 12, 1: 2, 2: 3, 3: 3, 4: 0}",0
50,False,"{'a': 0.6, 'e': 1.4987502603949663}",25,0,-168.31612916739115,"{0: 16, 1: 2, 2: 2, 3: 2, 4: 3}",0
51,False,"{'a': 0.6, 'e': 1.498699781858937}",20,0,-87.01844894793103,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
52,False,"{'a': 0.6, 'e': 1.4986483046232089}",20,0,-142.80573697942904,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 2}",0
53,False,"{'a': 0.6, 'e': 1.4985958287392593}",25,0,-140.71676685020677,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
54,False,"{'a': 0.6, 'e': 1.4985423542595644}",30,11,-99.59531253918132,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 2}",1
55,False,"{'a': 0.6, 'e': 1.4984878812375984}",35,0,-259.735004187032,"{0: 16, 1: 2, 2: 13, 3: 1, 4: 3}",0
56,False,"{'a': 0.6, 'e': 1.4984324097278345}",25,0,-123.01834897709588,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
57,False,"{'a': 0.6, 'e': 1.4983759397857437}",20,0,-197.93846987962567,"{0: 9, 1: 3, 2: 3, 3: 2, 4: 3}",0
58,False,"{'a': 0.6, 'e': 1.4983184714677966}",30,16,-36.75462202291968,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 0}",1
59,False,"{'a': 0.6, 'e': 1.4982600048314612}",30,0,-99.36461354579609,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
60,False,"{'a': 0.6, 'e': 1.4982005399352043}",25,0,-118.51924734597871,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
61,False,"{'a': 0.6, 'e': 1.4981400768384905}",20,0,-87.28493693468249,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
62,False,"{'a': 0.6, 'e': 1.498078615601783}",30,0,-174.26192015653973,"{0: 16, 1: 3, 2: 8, 3: 1, 4: 2}",0
63,False,"{'a': 0.6, 'e': 1.498016156286543}",25,0,-106.57839305230469,"{0: 17, 1: 0, 2: 4, 3: 4, 4: 0}",0
64,False,"{'a': 0.6, 'e': 1.4979526989552299}",20,0,-137.3799811032385,"{0: 10, 1: 1, 2: 6, 3: 2, 4: 1}",0
65,False,"{'a': 0.6, 'e': 1.497888243671301}",25,0,-204.25533331014856,"{0: 10, 1: 3, 2: 8, 3: 2, 4: 2}",0
66,False,"{'a': 0.6, 'e': 1.4978227904992116}",20,0,-82.62940305186999,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
67,False,"{'a': 0.6, 'e': 1.4977563395044151}",20,0,-56.77940015723597,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
68,False,"{'a': 0.6, 'e': 1.497688890753362}",20,0,-120.5824795033373,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
69,False,"{'a': 0.6, 'e': 1.4976204443135015}",30,0,-259.408813716042,"{0: 17, 1: 2, 2: 3, 3: 4, 4: 4}",0
70,False,"{'a': 0.6, 'e': 1.4975510002532797}",30,0,-104.08239906407297,"{0: 18, 1: 7, 2: 3, 3: 1, 4: 1}",0
71,False,"{'a': 0.6, 'e': 1.4974805586421405}",20,0,-41.006888610992085,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
72,False,"{'a': 0.6, 'e': 1.4974091195505261}",35,0,-198.7483980513033,"{0: 19, 1: 2, 2: 11, 3: 1, 4: 2}",0
73,False,"{'a': 0.6, 'e': 1.497336683049875}",20,0,-57.927580585383765,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
74,False,"{'a': 0.6, 'e': 1.4972632492126245}",30,0,-221.51167269412383,"{0: 15, 1: 4, 2: 6, 3: 2, 4: 3}",0
75,False,"{'a': 0.6, 'e': 1.4971888181122075}",25,0,-106.70466433233304,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
76,False,"{'a': 0.6, 'e': 1.4971133898230555}",20,6,14.152955954432617,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
77,False,"{'a': 0.6, 'e': 1.4970369644205967}",20,0,-75.30427132720139,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
78,False,"{'a': 0.6, 'e': 1.4969595419812567}",20,0,-116.53585850894174,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
79,False,"{'a': 0.6, 'e': 1.4968811225824579}",25,7,-64.38281033091513,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 1}",1
80,False,"{'a': 0.6, 'e': 1.4968017063026196}",25,0,-154.09589868057174,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
81,False,"{'a': 0.6, 'e': 1.4967212932211575}",25,0,-119.20597741681173,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
82,False,"{'a': 0.6, 'e': 1.496639883418486}",25,0,-225.36391710042219,"{0: 13, 1: 0, 2: 8, 3: 0, 4: 4}",0
83,False,"{'a': 0.6, 'e': 1.4965574769760137}",25,0,-184.2972131488959,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
84,False,"{'a': 0.6, 'e': 1.4964740739761475}",30,0,-150.03957921341853,"{0: 18, 1: 2, 2: 8, 3: 0, 4: 2}",0
85,False,"{'a': 0.6, 'e': 1.4963896745022904}",30,0,-142.58624034372698,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 2}",0
86,False,"{'a': 0.6, 'e': 1.496304278638842}",35,24,-24.78115382569884,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
87,False,"{'a': 0.6, 'e': 1.496217886471198}",30,0,-92.78650147717624,"{0: 20, 1: 2, 2: 6, 3: 2, 4: 0}",0
88,False,"{'a': 0.6, 'e': 1.4961304980857502}",20,0,-29.82861456072265,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
89,False,"{'a': 0.6, 'e': 1.4960421135698874}",30,0,-209.764815397636,"{0: 18, 1: 2, 2: 6, 3: 0, 4: 4}",0
90,False,"{'a': 0.6, 'e': 1.4959527330119942}",25,0,-174.29404233114195,"{0: 12, 1: 2, 2: 9, 3: 0, 4: 2}",0
91,False,"{'a': 0.6, 'e': 1.4958623565014508}",20,9,-9.030874710511089,"{0: 7, 1: 4, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.6, 'e': 1.4957709841286342}",20,0,-110.82825896893684,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
93,False,"{'a': 0.6, 'e': 1.4956786159849162}",25,0,-140.15578484961685,"{0: 15, 1: 1, 2: 5, 3: 3, 4: 1}",0
94,False,"{'a': 0.6, 'e': 1.4955852521626654}",20,11,-74.14203761824696,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 1}",1
95,False,"{'a': 0.6, 'e': 1.4954908927552453}",25,0,-188.2263158267545,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 4}",0
96,False,"{'a': 0.6, 'e': 1.4953955378570152}",30,0,-152.06887553881413,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
97,False,"{'a': 0.6, 'e': 1.4952991875633304}",20,0,-86.106177227276,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
98,False,"{'a': 0.6, 'e': 1.495201841970541}",20,0,-51.01248802400733,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
99,False,"{'a': 0.6, 'e': 1.4951035011759926}",25,0,-120.62339745969011,"{0: 14, 1: 0, 2: 10, 3: 0, 4: 1}",0
100,False,"{'a': 0.6, 'e': 1.4950041652780257}",25,0,-61.90140117719611,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
101,False,"{'a': 0.6, 'e': 1.4949038343759766}",35,0,-120.55427101253798,"{0: 21, 1: 5, 2: 8, 3: 0, 4: 1}",0
102,False,"{'a': 0.6, 'e': 1.4948025085701762}",20,0,-34.406187065063754,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
103,False,"{'a': 0.6, 'e': 1.49470018796195}",25,0,-126.56473956609793,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
104,False,"{'a': 0.6, 'e': 1.4945968726536185}",30,0,-97.3594764177624,"{0: 19, 1: 3, 2: 6, 3: 2, 4: 0}",0
105,False,"{'a': 0.6, 'e': 1.4944925627484973}",35,0,-169.8922274611232,"{0: 19, 1: 4, 2: 9, 3: 2, 4: 1}",0
106,False,"{'a': 0.6, 'e': 1.4943872583508964}",20,2,-53.17844375164956,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 0}",1
107,False,"{'a': 0.6, 'e': 1.4942809595661202}",30,0,-135.03098216400556,"{0: 18, 1: 5, 2: 5, 3: 0, 4: 2}",0
108,False,"{'a': 0.6, 'e': 1.4941736665004668}",25,0,-109.33188577495552,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
109,False,"{'a': 0.6, 'e': 1.49406537926123}",25,0,-209.3750694001707,"{0: 12, 1: 3, 2: 5, 3: 2, 4: 3}",0
110,False,"{'a': 0.6, 'e': 1.4939560979566968}",20,0,-57.089264290558795,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
111,False,"{'a': 0.6, 'e': 1.4938458226961484}",20,0,-173.34921121072517,"{0: 8, 1: 6, 2: 2, 3: 1, 4: 3}",0
112,False,"{'a': 0.6, 'e': 1.4937345535898603}",20,0,-111.27882748013731,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
113,False,"{'a': 0.6, 'e': 1.4936222907491012}",30,0,-186.82857751500853,"{0: 19, 1: 1, 2: 6, 3: 1, 4: 3}",0
114,False,"{'a': 0.6, 'e': 1.4935090342861344}",20,0,-110.90423063978247,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
115,False,"{'a': 0.6, 'e': 1.4933947843142157}",20,0,-32.94990028368545,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
116,False,"{'a': 0.6, 'e': 1.4932795409475959}",30,0,-223.3828149488145,"{0: 16, 1: 1, 2: 8, 3: 2, 4: 3}",0
117,False,"{'a': 0.6, 'e': 1.4931633043015178}",30,0,-33.02617593185366,"{0: 24, 1: 0, 2: 5, 3: 1, 4: 0}",0
118,False,"{'a': 0.6, 'e': 1.493046074492218}",20,0,-102.25345857419977,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
119,False,"{'a': 0.6, 'e': 1.4929278516369267}",35,0,-102.5975527562368,"{0: 26, 1: 2, 2: 4, 3: 2, 4: 1}",0
120,False,"{'a': 0.6, 'e': 1.4928086358538661}",25,0,-161.2505358471675,"{0: 13, 1: 0, 2: 10, 3: 0, 4: 2}",0
121,False,"{'a': 0.6, 'e': 1.492688427262253}",25,2,-111.93850337538379,"{0: 12, 1: 3, 2: 5, 3: 3, 4: 0}",1
122,False,"{'a': 0.6, 'e': 1.4925672259822949}",25,0,-161.05829538350565,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
123,False,"{'a': 0.6, 'e': 1.4924450321351936}",25,0,-28.920109089402537,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
124,False,"{'a': 0.6, 'e': 1.4923218458431429}",20,0,-179.70414657855855,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 4}",0
125,False,"{'a': 0.6, 'e': 1.4921976672293291}",20,8,-37.12870507075014,"{0: 7, 1: 2, 2: 2, 3: 1, 4: 0}",1
126,False,"{'a': 0.6, 'e': 1.4920724964179306}",20,0,-113.72213894163008,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
127,False,"{'a': 0.6, 'e': 1.4919463335341185}",25,0,-309.5490007371749,"{0: 10, 1: 0, 2: 8, 3: 2, 4: 5}",0
128,False,"{'a': 0.6, 'e': 1.4918191787040556}",25,0,-114.2068735434122,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
129,False,"{'a': 0.6, 'e': 1.4916910320548964}",30,0,-107.41018130889682,"{0: 15, 1: 7, 2: 7, 3: 1, 4: 0}",0
130,False,"{'a': 0.6, 'e': 1.491561893714788}",20,1,-102.9040989290034,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 2}",1
131,False,"{'a': 0.6, 'e': 1.4914317638128685}",30,0,-87.31102920303525,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
132,False,"{'a': 0.6, 'e': 1.4913006424792679}",20,0,-98.75461426205007,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
133,False,"{'a': 0.6, 'e': 1.4911685298451072}",30,0,-19.91332379388595,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
134,False,"{'a': 0.6, 'e': 1.4910354260424992}",25,0,-128.0259107671433,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",0
135,False,"{'a': 0.6, 'e': 1.4909013312045478}",25,0,-103.33070170946817,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
136,False,"{'a': 0.6, 'e': 1.4907662454653479}",20,0,-136.22011297396304,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
137,False,"{'a': 0.6, 'e': 1.490630168959985}",20,0,-123.71907146739694,"{0: 9, 1: 1, 2: 7, 3: 3, 4: 0}",0
138,False,"{'a': 0.6, 'e': 1.4904931018245358}",20,0,-104.10074991069428,"{0: 11, 1: 4, 2: 2, 3: 2, 4: 1}",0
139,False,"{'a': 0.6, 'e': 1.4903550441960673}",20,0,-175.3381007930081,"{0: 9, 1: 3, 2: 5, 3: 0, 4: 3}",0
140,False,"{'a': 0.6, 'e': 1.4902159962126371}",25,0,-123.91811508015205,"{0: 11, 1: 3, 2: 10, 3: 1, 4: 0}",0
141,False,"{'a': 0.6, 'e': 1.4900759580132932}",20,0,-195.84109502887807,"{0: 10, 1: 1, 2: 4, 3: 2, 4: 3}",0
142,False,"{'a': 0.6, 'e': 1.489934929738074}",20,1,-32.093347155919034,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 0}",1
143,False,"{'a': 0.6, 'e': 1.4897929115280073}",20,0,-88.96467250659242,"{0: 11, 1: 2, 2: 5, 3: 2, 4: 0}",0
144,False,"{'a': 0.6, 'e': 1.4896499035251116}",25,0,-108.53665080855599,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
145,False,"{'a': 0.6, 'e': 1.4895059058723947}",25,0,-39.56394759261088,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
146,False,"{'a': 0.6, 'e': 1.4893609187138546}",20,0,-103.68872451820872,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
147,False,"{'a': 0.6, 'e': 1.489214942194478}",20,0,-92.29811045062897,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
148,False,"{'a': 0.6, 'e': 1.489067976460242}",20,0,-116.97561397923776,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
149,False,"{'a': 0.6, 'e': 1.4889200216581118}",20,6,-59.37959667329519,"{0: 10, 1: 2, 2: 0, 3: 1, 4: 1}",1
150,False,"{'a': 0.6, 'e': 1.4887710779360424}",30,0,-239.46577035082592,"{0: 15, 1: 3, 2: 8, 3: 0, 4: 4}",0
151,False,"{'a': 0.6, 'e': 1.4886211454429774}",20,0,-58.37882500284172,"{0: 10, 1: 6, 2: 4, 3: 0, 4: 0}",0
152,False,"{'a': 0.6, 'e': 1.4884702243288492}",30,0,-98.75425560566995,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
153,False,"{'a': 0.6, 'e': 1.4883183147445793}",20,0,-149.7146838979272,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
154,False,"{'a': 0.6, 'e': 1.4881654168420768}",20,0,-135.2485906755482,"{0: 9, 1: 1, 2: 8, 3: 1, 4: 1}",0
155,False,"{'a': 0.6, 'e': 1.4880115307742399}",30,1,-69.44417921354506,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 0}",1
156,False,"{'a': 0.6, 'e': 1.4878566566949545}",30,0,-91.33682552133618,"{0: 17, 1: 5, 2: 8, 3: 0, 4: 0}",0
157,False,"{'a': 0.6, 'e': 1.4877007947590948}",30,0,-145.5343465971656,"{0: 16, 1: 4, 2: 8, 3: 1, 4: 1}",0
158,False,"{'a': 0.6, 'e': 1.4875439451225225}",30,0,-63.788302140766405,"{0: 21, 1: 2, 2: 6, 3: 1, 4: 0}",0
159,False,"{'a': 0.6, 'e': 1.4873861079420876}",30,0,-83.0263162582688,"{0: 20, 1: 1, 2: 9, 3: 0, 4: 0}",0
160,False,"{'a': 0.6, 'e': 1.4872272833756268}",25,11,-50.60860434455314,"{0: 8, 1: 0, 2: 6, 3: 0, 4: 0}",1
161,False,"{'a': 0.6, 'e': 1.4870674715819652}",20,6,-71.29337282935502,"{0: 6, 1: 0, 2: 8, 3: 0, 4: 0}",1
162,False,"{'a': 0.6, 'e': 1.486906672720914}",25,0,-110.94326915832619,"{0: 12, 1: 3, 2: 9, 3: 1, 4: 0}",0
163,False,"{'a': 0.6, 'e': 1.4867448869532724}",20,0,-21.347822705018352,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
164,False,"{'a': 0.6, 'e': 1.4865821144408262}",25,0,-148.3300484648031,"{0: 12, 1: 3, 2: 7, 3: 2, 4: 1}",0
165,False,"{'a': 0.6, 'e': 1.4864183553463477}",30,0,-139.46457291037734,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
166,False,"{'a': 0.6, 'e': 1.4862536098335961}",30,0,-177.36585186186127,"{0: 17, 1: 0, 2: 8, 3: 4, 4: 1}",0
167,False,"{'a': 0.6, 'e': 1.4860878780673166}",20,0,-128.8181696071871,"{0: 10, 1: 0, 2: 8, 3: 1, 4: 1}",0
168,False,"{'a': 0.6, 'e': 1.4859211602132416}",20,0,-70.66734717377417,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
169,False,"{'a': 0.6, 'e': 1.485753456438088}",30,2,-157.8610425136967,"{0: 18, 1: 2, 2: 4, 3: 2, 4: 2}",1
170,False,"{'a': 0.6, 'e': 1.4855847669095608}",30,0,-213.70007709312196,"{0: 16, 1: 2, 2: 8, 3: 1, 4: 3}",0
171,False,"{'a': 0.6, 'e': 1.4854150917963485}",25,0,-128.79999209795153,"{0: 12, 1: 3, 2: 9, 3: 0, 4: 1}",0
172,False,"{'a': 0.6, 'e': 1.4852444312681263}",25,0,-83.03452215920467,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
173,False,"{'a': 0.6, 'e': 1.4850727854955552}",25,5,-70.40596752117074,"{0: 10, 1: 3, 2: 7, 3: 0, 4: 0}",1
174,False,"{'a': 0.6, 'e': 1.4849001546502807}",25,0,-126.44848692938672,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
175,False,"{'a': 0.6, 'e': 1.4847265389049333}",25,0,-115.36720773259046,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
176,False,"{'a': 0.6, 'e': 1.4845519384331296}",30,0,-251.57932294192707,"{0: 15, 1: 5, 2: 4, 3: 2, 4: 4}",0
177,False,"{'a': 0.6, 'e': 1.484376353409469}",30,0,-173.95216787476997,"{0: 17, 1: 2, 2: 7, 3: 2, 4: 2}",0
178,False,"{'a': 0.6, 'e': 1.4841997840095373}",25,0,-161.0587454330686,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
179,False,"{'a': 0.6, 'e': 1.4840222304099036}",25,0,-157.99709395590293,"{0: 14, 1: 0, 2: 7, 3: 3, 4: 1}",0
180,False,"{'a': 0.6, 'e': 1.4838436927881213}",20,0,-98.56702316161264,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
181,False,"{'a': 0.6, 'e': 1.4836641713227285}",25,0,-102.56302097548132,"{0: 15, 1: 1, 2: 7, 3: 2, 4: 0}",0
182,False,"{'a': 0.6, 'e': 1.483483666193246}",20,0,-147.55323814913172,"{0: 10, 1: 4, 2: 2, 3: 2, 4: 2}",1
183,False,"{'a': 0.6, 'e': 1.4833021775801796}",25,0,-79.09987785247748,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
184,False,"{'a': 0.6, 'e': 1.4831197056650174}",20,0,-125.24065103110782,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
